specimen_no,record_type,flags,occurrence_no,reid_no,collection_no,specimen_id,is_type,specelt_no,specimen_side,specimen_part,specimen_sex,n_measured,measurement_source,magnification,comments,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_rank,accepted_no,max_ma,min_ma,reference_no,lng,lat,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments
80446,spm,,906342,0,59410,BMNH A1588,holotype,,,tibiotarsus,,1,,,,Bradycneme draculae,species,67359,nomen dubium,Troodontidae,family,54468,72.1,66,14314,22.916668,45.549999,RO,Hunedoara,,based on nearby landmark,2,outcrop,"on the Nopcsa family estate near Sînpetru (Szentpéterfalva), in the southern Carpathian Mtns., near Hunedoara, Hateg Basin"
80450,spm,,880423,0,55683,IVPP V12638,holotype,,,humerus,,1,,,,Yixianosaurus longimanus,species,68235,,Yixianosaurus longimanus,species,68235,125.77,119.5,14916,123.438904,39.878601,CN,Liaoning,,based on nearby landmark,4,small collection,"WangJiagou, Yixian, Liaoning Province, China - may be the same as Baicaigou"
80451,spm,,880423,0,55683,IVPP V12638,holotype,,,radius,,1,,,,Yixianosaurus longimanus,species,68235,,Yixianosaurus longimanus,species,68235,125.77,119.5,14916,123.438904,39.878601,CN,Liaoning,,based on nearby landmark,4,small collection,"WangJiagou, Yixian, Liaoning Province, China - may be the same as Baicaigou"
80452,spm,,880423,0,55683,IVPP V12638,holotype,,,ulna,,1,,,,Yixianosaurus longimanus,species,68235,,Yixianosaurus longimanus,species,68235,125.77,119.5,14916,123.438904,39.878601,CN,Liaoning,,based on nearby landmark,4,small collection,"WangJiagou, Yixian, Liaoning Province, China - may be the same as Baicaigou"
80453,spm,,880423,0,55683,IVPP V12638,holotype,,,ulna,,1,,,,Yixianosaurus longimanus,species,68235,,Yixianosaurus longimanus,species,68235,125.77,119.5,14916,123.438904,39.878601,CN,Liaoning,,based on nearby landmark,4,small collection,"WangJiagou, Yixian, Liaoning Province, China - may be the same as Baicaigou"
80461,spm,,796323,0,13305,MUCPv 54,holotype,,,scapula,,1,,,,Alvarezsaurus calvoi,species,64775,,Alvarezsaurus calvoi,species,64775,86.3,83.6,12794,-68.234169,-38.953888,AR,Neuquén,,estimated from map,seconds,outcrop,"""inside the campus of the Universidad Nacional del Comahue (UNC) in the city of Neuquén""; discovered during construction for expansion of the university; in hills along SW margin of right bank of Río Neuquén, near confluence with Río Limay"
80462,spm,,484410,13418,48461,PVPH 37,holotype,,,humerus,,1,text,,,Patagonykus puertai,species,64773,,Patagonykus puertai,species,64773,93.9,86.3,12811,-69.550003,-38.900002,AR,Neuquén,,based on nearby landmark,1,outcrop,"Sierra del Portezuelo, 22 km W of Plaza Huincul city, Neuquén province, NW Patagonia; quarry is 500 m NW of national route 22."
80463,spm,,484410,13418,48461,PVPH 37,holotype,,,ulna,,1,text,,,Patagonykus puertai,species,64773,,Patagonykus puertai,species,64773,93.9,86.3,12811,-69.550003,-38.900002,AR,Neuquén,,based on nearby landmark,1,outcrop,"Sierra del Portezuelo, 22 km W of Plaza Huincul city, Neuquén province, NW Patagonia; quarry is 500 m NW of national route 22."
80464,spm,,484410,13418,48461,PVPH 37,holotype,,,femur,,1,text,,,Patagonykus puertai,species,64773,,Patagonykus puertai,species,64773,93.9,86.3,12811,-69.550003,-38.900002,AR,Neuquén,,based on nearby landmark,1,outcrop,"Sierra del Portezuelo, 22 km W of Plaza Huincul city, Neuquén province, NW Patagonia; quarry is 500 m NW of national route 22."
80465,spm,,484410,13418,48461,PVPH 37,holotype,,,tibia,,1,text,,,Patagonykus puertai,species,64773,,Patagonykus puertai,species,64773,93.9,86.3,12811,-69.550003,-38.900002,AR,Neuquén,,based on nearby landmark,1,outcrop,"Sierra del Portezuelo, 22 km W of Plaza Huincul city, Neuquén province, NW Patagonia; quarry is 500 m NW of national route 22."
80466,spm,,1066198,0,131829,IVPP V17608,holotype,,,femur,,1,table,,,Linhenykus monodactylus,species,175494,,Linhenykus monodactylus,species,175494,83.6,72.1,34900,106.744362,41.743919,CN,Nei Mongol,,stated in text,5,outcrop,"Based on Google Earth location of the town of Linhe for which teh taxon is partially named. “Gate area” at Bayan Mandahu, north of the city of Linhe; Linhenykus type-locality"
80467,spm,,1066198,0,131829,IVPP V17608,holotype,,,tibia,,1,table,,,Linhenykus monodactylus,species,175494,,Linhenykus monodactylus,species,175494,83.6,72.1,34900,106.744362,41.743919,CN,Nei Mongol,,stated in text,5,outcrop,"Based on Google Earth location of the town of Linhe for which teh taxon is partially named. “Gate area” at Bayan Mandahu, north of the city of Linhe; Linhenykus type-locality"
80468,spm,,854418,0,94887,XMDFEC V0011,holotype,,,femur,,1,table,,,Xixianykus zhangi,species,165128,,Xixianykus zhangi,species,165128,89.8,83.6,32350,111.474403,33.289169,CN,Henan,Xixia,based on political unit,5,small collection,"Zhoujiagou, Yangcheng, Xixia county, Henan (coordinates based on county)"
80469,spm,,854418,0,94887,XMDFEC V0011,holotype,,,tibiotarsus,,1,table,,,Xixianykus zhangi,species,165128,,Xixianykus zhangi,species,165128,89.8,83.6,32350,111.474403,33.289169,CN,Henan,Xixia,based on political unit,5,small collection,"Zhoujiagou, Yangcheng, Xixia county, Henan (coordinates based on county)"
80470,spm,,283992,0,27009,PIN 4487/25,holotype,,,femur,,1,table,,,Parvicursor remotus,species,68183,,Parvicursor remotus,species,68183,83.6,72.1,7467,101.51667,43.466667,MN,Omnogov,,estimated from map,minutes,local area,"Khulsan locality, Southern Gobi Aimak (= Omnogov), Mongolia"
80471,spm,,283992,0,27009,PIN 4487/25,holotype,,,tibiotarsus,,1,table,,,Parvicursor remotus,species,68183,,Parvicursor remotus,species,68183,83.6,72.1,7467,101.51667,43.466667,MN,Omnogov,,estimated from map,minutes,local area,"Khulsan locality, Southern Gobi Aimak (= Omnogov), Mongolia"
80472,spm,,283992,0,27009,PIN 4487/25,holotype,,,fibual,,1,table,,,Parvicursor remotus,species,68183,,Parvicursor remotus,species,68183,83.6,72.1,7467,101.51667,43.466667,MN,Omnogov,,estimated from map,minutes,local area,"Khulsan locality, Southern Gobi Aimak (= Omnogov), Mongolia"
80473,spm,,796106,0,55363,RTMP 2001.45.91,holotype,,,ulna,,1,table,,,Albertonykus borealis,species,140788,,Albertonykus borealis,species,140788,72.1,66,29124,-112.883331,51.995834,CA,Alberta,,based on nearby landmark,seconds,small collection,"Coordinates taken from collection # 52468, near Dry Island, Alberta"
80474,spm,,796106,0,55363,RTMP 2000.45.98,paratype,,,tibia,,1,table,,,Albertonykus borealis,species,140788,,Albertonykus borealis,species,140788,72.1,66,29124,-112.883331,51.995834,CA,Alberta,,based on nearby landmark,seconds,small collection,"Coordinates taken from collection # 52468, near Dry Island, Alberta"
80475,spm,,905414,23685,59410,BMNH A4359,holotype,,,tibiotarsus,,1,,,,Heptasteornis andrewsi,species,67360,nomen dubium,Troodontidae,family,54468,72.1,66,14314,22.916668,45.549999,RO,Hunedoara,,based on nearby landmark,2,outcrop,"on the Nopcsa family estate near Sînpetru (Szentpéterfalva), in the southern Carpathian Mtns., near Hunedoara, Hateg Basin"
80476,spm,,905414,23685,59410,BMNH A1528,paratype,,,tibiotarsus,,1,,,,Heptasteornis andrewsi,species,67360,nomen dubium,Troodontidae,family,54468,72.1,66,14314,22.916668,45.549999,RO,Hunedoara,,based on nearby landmark,2,outcrop,"on the Nopcsa family estate near Sînpetru (Szentpéterfalva), in the southern Carpathian Mtns., near Hunedoara, Hateg Basin"
80477,spm,,389060,13155,37184,IGM 100/975,holotype,,,humerus,,1,,,,Shuvuuia deserti,species,66044,,Shuvuuia deserti,species,66044,83.6,72.1,13618,100.901947,43.664444,MN,Omnogov Aimak,,based on nearby landmark,seconds,local area,"Ukhaa Tolgod ""is in the Nemegt Basins of the southwestern Gobi desert, about 10 km northwest of the village of Davs and 3 km southeast of Gilbent mountain (Fig 1a). It comprises several low hills, cliffs and gullies extending for about 7 km along a broad wash. The main concentration of specimens occurs in an amphitheatre (4 sq km) that marks the upper reaches of the wash."" (Dashzeveg et al. 1995) Lat long is for Nemegt Mountains. "
80478,spm,,809197,0,88549,MPC 100/24,holotype,,,skull,,1,,,incomplete skull,Ceratonykus oculatus,species,145605,,Ceratonykus oculatus,species,145605,83.6,72.1,29706,99.449997,43.150002,MN,Omnogov,,based on nearby landmark,2,outcrop,SW Nemegt Basin
80479,spm,,646266,0,69801,IGM N107/6,holotype,,,scapula,,1,,,,Mononychus olecranus,species,67287,recombined as,Mononykus olecranus,species,67287,72.1,66,14286,99.599998,43.540001,MN,Omnogov,,based on nearby landmark,2,outcrop,"Bugin Tsav (= Bügin Tsav), SW Mongolia"
80480,spm,,646266,0,69801,IGM N107/6,holotype,,,humerus,,1,,,,Mononychus olecranus,species,67287,recombined as,Mononykus olecranus,species,67287,72.1,66,14286,99.599998,43.540001,MN,Omnogov,,based on nearby landmark,2,outcrop,"Bugin Tsav (= Bügin Tsav), SW Mongolia"
80481,spm,,646266,0,69801,IGM N107/6,holotype,,,radius,,1,,,,Mononychus olecranus,species,67287,recombined as,Mononykus olecranus,species,67287,72.1,66,14286,99.599998,43.540001,MN,Omnogov,,based on nearby landmark,2,outcrop,"Bugin Tsav (= Bügin Tsav), SW Mongolia"
80482,spm,,646266,0,69801,IGM N107/6,holotype,,,femur,,1,,,,Mononychus olecranus,species,67287,recombined as,Mononykus olecranus,species,67287,72.1,66,14286,99.599998,43.540001,MN,Omnogov,,based on nearby landmark,2,outcrop,"Bugin Tsav (= Bügin Tsav), SW Mongolia"
80483,spm,,646266,0,69801,IGM N107/6,holotype,,,femur,,1,,,,Mononychus olecranus,species,67287,recombined as,Mononykus olecranus,species,67287,72.1,66,14286,99.599998,43.540001,MN,Omnogov,,based on nearby landmark,2,outcrop,"Bugin Tsav (= Bügin Tsav), SW Mongolia"
80484,spm,,646266,0,69801,IGM N107/6,holotype,,,tibiotarsus,,1,,,,Mononychus olecranus,species,67287,recombined as,Mononykus olecranus,species,67287,72.1,66,14286,99.599998,43.540001,MN,Omnogov,,based on nearby landmark,2,outcrop,"Bugin Tsav (= Bügin Tsav), SW Mongolia"
80485,spm,,646266,0,69801,IGM N107/6,holotype,,,scapula,,1,,,,Mononychus olecranus,species,67287,recombined as,Mononykus olecranus,species,67287,72.1,66,14286,99.599998,43.540001,MN,Omnogov,,based on nearby landmark,2,outcrop,"Bugin Tsav (= Bügin Tsav), SW Mongolia"
80486,spm,,646266,0,69801,IGM N107/6,holotype,,,humerus,,1,,,,Mononychus olecranus,species,67287,recombined as,Mononykus olecranus,species,67287,72.1,66,14286,99.599998,43.540001,MN,Omnogov,,based on nearby landmark,2,outcrop,"Bugin Tsav (= Bügin Tsav), SW Mongolia"
80487,spm,,646266,0,69801,IGM N107/6,holotype,,,radius,,1,,,,Mononychus olecranus,species,67287,recombined as,Mononykus olecranus,species,67287,72.1,66,14286,99.599998,43.540001,MN,Omnogov,,based on nearby landmark,2,outcrop,"Bugin Tsav (= Bügin Tsav), SW Mongolia"
80488,spm,,592562,0,28006,LH 7777,holotype,,,skull,,1,,,,Pelecanimimus polyodon,species,64118,,Pelecanimimus polyodon,species,64118,125.77,121.4,12449,-1.880849,40.064526,ES,Castilla-La Mancha,Cuenca,estimated from map,6,outcrop,"La Cierva township, 20 km E of Cuenca, in the Castellana Branch of the Iberian Range"
80489,spm,,513561,32465,52007,IGM 100/29,holotype,,,skull,,1,table,,,Harpymimus okladnikovi,species,66670,,Harpymimus okladnikovi,species,66670,109.9,100.5,13913,108.398613,45.845833,MN,Dornogov,,estimated from map,seconds,outcrop,"Khuren Dukh (Xypeh Dyx), NW Dornogov', approx. 30 miles S of Choir (Choyr), Mongolia. 200 km NE of Khamarin Khural"
80490,spm,,513561,32465,52007,IGM 100/29,holotype,,,scapula,,1,table,,,Harpymimus okladnikovi,species,66670,,Harpymimus okladnikovi,species,66670,109.9,100.5,13913,108.398613,45.845833,MN,Dornogov,,estimated from map,seconds,outcrop,"Khuren Dukh (Xypeh Dyx), NW Dornogov', approx. 30 miles S of Choir (Choyr), Mongolia. 200 km NE of Khamarin Khural"
80491,spm,,513561,32465,52007,IGM 100/29,holotype,,,humerus,,1,table,,,Harpymimus okladnikovi,species,66670,,Harpymimus okladnikovi,species,66670,109.9,100.5,13913,108.398613,45.845833,MN,Dornogov,,estimated from map,seconds,outcrop,"Khuren Dukh (Xypeh Dyx), NW Dornogov', approx. 30 miles S of Choir (Choyr), Mongolia. 200 km NE of Khamarin Khural"
80492,spm,,513561,32465,52007,IGM 100/29,holotype,,,radius,,1,table,,,Harpymimus okladnikovi,species,66670,,Harpymimus okladnikovi,species,66670,109.9,100.5,13913,108.398613,45.845833,MN,Dornogov,,estimated from map,seconds,outcrop,"Khuren Dukh (Xypeh Dyx), NW Dornogov', approx. 30 miles S of Choir (Choyr), Mongolia. 200 km NE of Khamarin Khural"
80493,spm,,513561,32465,52007,IGM 100/29,holotype,,,ulna,,1,table,,,Harpymimus okladnikovi,species,66670,,Harpymimus okladnikovi,species,66670,109.9,100.5,13913,108.398613,45.845833,MN,Dornogov,,estimated from map,seconds,outcrop,"Khuren Dukh (Xypeh Dyx), NW Dornogov', approx. 30 miles S of Choir (Choyr), Mongolia. 200 km NE of Khamarin Khural"
80494,spm,,984394,0,52888,NGMC 97-4-002,holotype,,,scapula,,1,table,,,Shenzhousaurus orientalis,species,68334,,Shenzhousaurus orientalis,species,68334,125.77,119.5,14983,120.8722,41.601398,CN,Liaoning,Beipiao,based on nearby landmark,4,local area,"Sihetun site, Beipiao city"
80495,spm,,984394,0,52888,NGMC 97-4-002,holotype,,,femur,,1,table,,,Shenzhousaurus orientalis,species,68334,,Shenzhousaurus orientalis,species,68334,125.77,119.5,14983,120.8722,41.601398,CN,Liaoning,Beipiao,based on nearby landmark,4,local area,"Sihetun site, Beipiao city"
80496,spm,,810685,0,88840,FRDC-GS GJ (06) 01-18,holotype,,,scapula,,1,text,,,Beishanlong grandis,species,146118,,Beishanlong grandis,species,146118,121.4,113,29792,98.111702,40.478401,CN,Gansu,,estimated from map,4,outcrop,"White Ghost Castle field area (Baimo), Jiuquan area, Yujingzi Basin"
80497,spm,,810685,0,88840,FRDC-GS GJ (06) 01-18,holotype,,,coracoid,,1,text,,,Beishanlong grandis,species,146118,,Beishanlong grandis,species,146118,121.4,113,29792,98.111702,40.478401,CN,Gansu,,estimated from map,4,outcrop,"White Ghost Castle field area (Baimo), Jiuquan area, Yujingzi Basin"
80498,spm,,810685,0,88840,FRDC-GS GJ (06) 01-18,holotype,,,humerus,,1,text,,,Beishanlong grandis,species,146118,,Beishanlong grandis,species,146118,121.4,113,29792,98.111702,40.478401,CN,Gansu,,estimated from map,4,outcrop,"White Ghost Castle field area (Baimo), Jiuquan area, Yujingzi Basin"
80499,spm,,810685,0,88840,FRDC-GS GJ (06) 01-18,holotype,,,radius,,1,text,,,Beishanlong grandis,species,146118,,Beishanlong grandis,species,146118,121.4,113,29792,98.111702,40.478401,CN,Gansu,,estimated from map,4,outcrop,"White Ghost Castle field area (Baimo), Jiuquan area, Yujingzi Basin"
80500,spm,,810685,0,88840,FRDC-GS GJ (06) 01-18,holotype,,,ulna,,1,text,,,Beishanlong grandis,species,146118,,Beishanlong grandis,species,146118,121.4,113,29792,98.111702,40.478401,CN,Gansu,,estimated from map,4,outcrop,"White Ghost Castle field area (Baimo), Jiuquan area, Yujingzi Basin"
80501,spm,,810685,0,88840,FRDC-GS GJ (06) 01-18,holotype,,,femur,,1,text,,,Beishanlong grandis,species,146118,,Beishanlong grandis,species,146118,121.4,113,29792,98.111702,40.478401,CN,Gansu,,estimated from map,4,outcrop,"White Ghost Castle field area (Baimo), Jiuquan area, Yujingzi Basin"
80502,spm,,810685,0,88840,FRDC-GS GJ (06) 01-18,holotype,,,tibia,,1,text,,,Beishanlong grandis,species,146118,,Beishanlong grandis,species,146118,121.4,113,29792,98.111702,40.478401,CN,Gansu,,estimated from map,4,outcrop,"White Ghost Castle field area (Baimo), Jiuquan area, Yujingzi Basin"
80503,spm,,810685,0,88840,FRDC-GS GJ (06) 01-18,holotype,,,fibual,,1,text,,,Beishanlong grandis,species,146118,,Beishanlong grandis,species,146118,121.4,113,29792,98.111702,40.478401,CN,Gansu,,estimated from map,4,outcrop,"White Ghost Castle field area (Baimo), Jiuquan area, Yujingzi Basin"
80504,spm,,810685,0,88840,FRDC-GS GJ (06) 01-18,holotype,,,coracoid,,1,text,,,Beishanlong grandis,species,146118,,Beishanlong grandis,species,146118,121.4,113,29792,98.111702,40.478401,CN,Gansu,,estimated from map,4,outcrop,"White Ghost Castle field area (Baimo), Jiuquan area, Yujingzi Basin"
80505,spm,,804049,0,67974,GIN 100/13,holotype,,,skull,,1,table,,,Garudimimus brevipes,species,57267,,Garudimimus brevipes,species,57267,100.5,83.6,29489,107.518059,43.144169,MN,Omnogov,,estimated from map,seconds,outcrop,"Bayshin-Tsav, in SE Mongolia"
80506,spm,,804049,0,67974,GIN 100/13,holotype,,,femur,,1,table,,,Garudimimus brevipes,species,57267,,Garudimimus brevipes,species,57267,100.5,83.6,29489,107.518059,43.144169,MN,Omnogov,,estimated from map,seconds,outcrop,"Bayshin-Tsav, in SE Mongolia"
80507,spm,,804049,0,67974,GIN 100/13,holotype,,,tibia,,1,table,,,Garudimimus brevipes,species,57267,,Garudimimus brevipes,species,57267,100.5,83.6,29489,107.518059,43.144169,MN,Omnogov,,estimated from map,seconds,outcrop,"Bayshin-Tsav, in SE Mongolia"
80508,spm,,804049,0,67974,GIN 100/13,holotype,,,fibula,,1,table,,,Garudimimus brevipes,species,57267,,Garudimimus brevipes,species,57267,100.5,83.6,29489,107.518059,43.144169,MN,Omnogov,,estimated from map,seconds,outcrop,"Bayshin-Tsav, in SE Mongolia"
80509,spm,,914468,0,84996,HGM 41HIII-0106,holotype,,,tibia,,1,text,,,Qiupalong henanensis,species,176038,,Qiupalong henanensis,species,176038,72.1,66,34984,111.650002,34.016666,CN,Henan,Luanchuan,estimated from map,minutes,local area,"Near village of Qiupa, Luanchuan Basin (also listed as Luanchuan County, Tantou Basin).\r\n""At least five individuals of Yulong were found in the Qiupa Area, but they are from different quarries up to 4 km apart. The geological survey indicates that these different quarries belong to the same age."" (Lü et al. 2013) — indicates geographic resolution of 'local area' until more detailed provenance data are provided."
80511,spm,,513562,0,52008,SPS GIN AN MPR 100/300,holotype,,,humerus,,1,,,,Anserimimus planinychus,species,66672,,Anserimimus planinychus,species,66672,72.1,66,13914,99.599998,43.540001,MN,Omnogov,,based on nearby landmark,2,small collection,"Bugin Tsav (= Bügin Tsav), SW Mongolia"
80512,spm,,513562,0,52008,SPS GIN AN MPR 100/300,holotype,,,radius,,1,,,,Anserimimus planinychus,species,66672,,Anserimimus planinychus,species,66672,72.1,66,13914,99.599998,43.540001,MN,Omnogov,,based on nearby landmark,2,small collection,"Bugin Tsav (= Bügin Tsav), SW Mongolia"
80513,spm,,467017,0,46335,ROM 840,,,,skull,,1,table,,,Struthiomimus samueli,species,57271,subjective synonym of,Ornithomimus edmontonicus,species,63438,83.6,72.1,10409,-111.597153,50.806515,CA,Alberta,,stated in text,6,small collection,"0.5 miles E of Red Deer River, 3.5 miles S of Steveville, 160 feet above water level; N 1/2, sec 27, T21, R12, LSD 4"
80514,spm,,467017,0,46335,ROM 840,,,,scapula,,1,table,,,Struthiomimus samueli,species,57271,subjective synonym of,Ornithomimus edmontonicus,species,63438,83.6,72.1,10409,-111.597153,50.806515,CA,Alberta,,stated in text,6,small collection,"0.5 miles E of Red Deer River, 3.5 miles S of Steveville, 160 feet above water level; N 1/2, sec 27, T21, R12, LSD 4"
